Key,English,Traditional_Chinese
TEXTCLIENT_EXPSTOP_ACTIVE,You don't receive experience because Experience Lock is active.,您不會獲得經驗，因為經驗鎖定是開啟狀態
TEXTCLIENT_EXPSTOP_RELOAD,Your Experience Lock gauge is now %d.,您的經驗鎖定表現在為 %d。
TEXTCLIENT_ARENA_RANKING_LOADING,The arena ranking is currently loading. Please refresh in a few seconds.,競技場排名目前正在加載中。 請再幾秒鐘後刷新。
TEXTCLIENT_ARENA_RANKING_WINNER,The best player of the Arena this week is %s!,本週競技場最好的選手是%s！
TEXTCLIENT_ARENA_RANKING_MAIL,Congratulations for your rank %d in the PvP Arena this week!,恭喜你本週在 PvP 競技場中排名 %d！
TEXTCLIENT_QUEST_NOTELEPORT,Blinkwings are not allowed during the quest %s.,在任務 %s 期間不允許使用閃翼。
TEXTCLIENT_SECRETBOOST_RECEIVE,You just found a %s!,你剛剛找到了一個 %s！
TEXTCLIENT_SECRETBOOST_TROUPERECEIVE,%s just found a %s!,%s 剛剛找到了一個 %s！
TEXTCLIENT_BLESSEDNESS_INVALID,That item cannot be Blessed.,該物品不能被祝福。
TEXTCLIENT_AWAKE_SUCCESS,Item has been awakened.,物品已被覺醒。
TEXTCLIENT_BLESSING_CANCELNO,This feature can only be used on blessed items.,此功能只能用於受祝福的道具。
TEXTCLIENT_BLESSING_CANCEL,Blessing of the Goddess has been removed.,女神的祝福已被移除
TEXTCLIENT_RETURNING_REWARD,Here is a gift since you haven't logged in for a long time!,好久沒登入了，送你一份禮物！
TEXTCLIENT_DROPITEM_TOOMUCH,There are too many items already on the ground.,地上已經有太多物品了。
TEXTCLIENT_GEM_SUCCESS,You have created %dx %s.,您已創建 %dx %s。
TEXTCLIENT_GEM_FAILURE,Jewel creation failed.,寶石製造失敗
TEXTCLIENT_COMBATPOWER_RANKING_MAIL,Congratulations for your rank %d (%s) in the Combat Power ranking!,恭喜您在戰鬥力排名中排名 %d (%s)！
TEXTCLIENT_PVPLIMIT,This PvP kill is not counted because you already fought together a little while ago.,這個 PvP 擊殺不計算在內，因為不久前你們已經一起戰鬥了。
TEXTCLIENT_GEM_WRONG,Please use the correct Jewel for the weapon.,請幫武器使用正確的寶石。
TEXTCLIENT_CONVERTUNIQUE_SUCCESS,Conversion to Unique weapon successful!,成功轉換為珍奇武器！
TEXTCLIENT_CONVERTUNIQUE_FAIL,Conversion to Unique weapon failed.,轉換為珍奇武器失敗。
TEXTCLIENT_BOUNTY_OTHERCHANNEL,The player is currently in a different channel.,玩家當前在不同的伺服器中。
TEXTCLIENT_BOUNTY_SAFETY,The player is currently in a safety zone.,玩家目前處於安全區。
TEXTCLIENT_TELEPORT_NEAR,You are already very close to this place!,你已經離這個地方很近了！
TEXTCLIENT_GIANTHUNT_RANKING_MAIL,Congratulations for your rank %d in the Giant Hunt ranking!,恭喜您在巨大狩獵排名中排名 %d！
TEXTCLIENT_GIANTHUNT_RANKING_MAIL1,Congratulations for reaching %d points in the Giant Hunt ranking!,恭喜您在巨大狩獵排名中達到 %d 分！
TEXTCLIENT_GIANTHUNT_RECEIVE,You received %d Giant Hunting Points (Total %d)!,您獲得了 %d 個巨大狩獵點（總計 %d）！
TEXTCLIENT_CASHSHOP_MAINTENANCE,You cannot purchase because the server will have a maintenance in a few seconds.,您無法購買，因為伺服器將在幾秒鐘內進行維護。
TEXTCLIENT_CTRLRECOVERY,You found a HP container!,您找到了一個 HP容器！
TEXTCLIENT_PURCHASE_CLAIMED,Rewards successfully claimed,成功領取獎勵
TEXTCLIENT_REAPCASH,You received %s Bonus fCoins.,您收到了 %s 額外獎勵f硬幣。
TEXTCLIENT_UPGRADEEFFECT_NONE,The weapon does not have any upgrade effect.,該武器沒有任何升級效果。
TEXTCLIENT_UPGRADEEFFECT,Upgrade effects are changed for this weapon.,此武器的升級效果已更改。
TEXTCLIENT_INVALIDOTP,Invalid Two Factor authentication code.,兩無效條件的身份驗證代碼。 
TEXTCLIENT_CAPTCHAFAILED,Failed to complete the challenge. Try again please.,未能完成挑戰，請再試一次。
TEXTCLIENT_SERVERCLOSED,The game is in maintenance. Please wait.,遊戲正在維護中，請稍等。
TEXTCLIENT_PRIVATE_SHOP_LEVEL,You must complete your 1st Job Change to open a Private Shop.,您必須完成第一階職業變更才能開設個人商店。
TEXTCLIENT_VENDOR_SHOP_LEVEL,You must reach level %d to open a Vendor Shop.,您必須達到 %d 級才能開設供應商商店。
TEXTCLIENT_CANT_CHAT_LEVEL,Guest Characters under Level %d cannot use the chat.,%d 級以下的訪客角色無法使用聊天功能。
TEXTCLIENT_CANT_CHAT_LEVEL2,Characters under Level %d cannot use the chat.,%d 級以下的角色無法使用聊天功能。
TEXTCLIENT_TOOMANYREQUESTS,Too many requests. Please try again later.,請求太多，請稍後再試。
TEXTCLIENT_PLAYERDISCONNECTED,Player %s disconnected.,玩家 %s 已離線。
TEXTCLIENT_ERROR_CATCHERLEVEL,You must complete your 1st Job Change to attack this monster.,你必須完成你的第一階轉職才能攻擊這個怪物。
TEXTCLIENT_ERROR_RESURRECTPK,You can only be resurrected on a PK channel.,你只能在PK伺服器復活。
TEXTCLIENT_GUILD_ADDBAG,%s expanded the guild bank!,%s擴大了公會銀行！
UI_CASHSHOP_MAXPURCHASE,Maximum amount of purchases per character: %d,每個角色的最大購買數量：%d
TEXTCLIENT_LEADERSHIPOFF,Cannot transfer Leadership to offline player.,無法將管理權轉移給離線玩家。
TEXTCLIENT_PET_NOTFOUND,You do not have a summoned pet.,你沒有召喚寵物。
TEXTCLIENT_PET_USEFEED,You have used %d pet candy.,你已使用 %d 寵物糖果
TEXTCLIENT_PET_HATCH,Bring your Pet to the Pet Tamer to upgrade it!,把你的寵物帶到寵物師那裡升級它！
TEXTCLIENT_PET_WRONGCANDY,You must use the correct Pet Candy to feed your pet.,你必須使用正確的寵物糖果來餵養你的寵物。
TEXTCLIENT_PET_HATCH_CONF,Turns an egg into a D Level pet. Pet class will be decided at random.,將蛋孵化為 D 階寵物。寵物種類將隨機決定。
TEXTCLIENT_PET_REQEGG,Use on your egg.,用在你的蛋上。
TEXTCLIENT_PET_REROLL_TIER,The tier of the pet must be higher or equal.,寵物的等級必須更高或相等。
TEXTCLIENT_PET_REROLL_ALREADY,Your pet already has the maximum level possible.,你的寵物已經達到了最高等級。
TEXTCLIENT_PET_REROLL,"Your pet has got a new, higher level!",你的寵物已升級！
TEXTCLIENT_PET_REROLL_LOWER,"You rolled the same or a lower level, so nothing changed.",你擲出的等級相同或較低，沒有任何變化。
TEXTCLIENT_PET_ENERGYFULL,The energy bar is already full.,體力條已經滿了。
TEXTCLIENT_PET_NOTEGG,Cannot use on egg.,不能用在蛋上。
TEXTCLIENT_PET_TRANSMUTE,Your pet has got a new appearance!,你的寵物有了新的外觀！
TEXTCLIENT_GUILDCOMBAT_REDCHIPS,%d Red Chips have been sent to your inventory or mail box.,%d 紅籌碼已發送至你的倉庫或郵箱。
TEXTCLIENT_PET_TRANSMUTE_CONF,Your pet will get a new appearance. Do you want to continue?,你的寵物將有新的面貌，你想繼續嗎？
TEXTCLIENT_ITEM_TRANSMUTE_SUCCESS,You have transmuted your item!,你已經轉化了你的物品！
TEXTCLIENT_ITEM_TRANSMUTE_INCOMPATIBLE,These items are not compatible for transmutation.,這些道具不適合改變外觀。
TEXTCLIENT_ITEM_TRANSMUTE_REMOVE,The transmutation has been removed.,改變外觀已被移除。
TEXTCLIENT_ADDWARDROBE,The item has been added to your wardrobe.,該物品已添加到你的衣櫃。
TEXTCLIENT_GUILDWARCHANNEL,Unable to declare war in this channel.,無法在該頻道宣戰。
TEXTCLIENT_APP_BATTLEPASS,Flyff Pass,特別通行證
TEXTCLIENT_BATTLEPASS_MISSIONCOMPLETE,%s mission %s completed.,%s 任務 %s 已完成。
TEXTCLIENT_BATTLEPASS_GETPOINTS,You received %d %s points.,你獲得了 %d %s 積分。
TEXTCLIENT_BATTLEPASS_RESET,The %s season has been reset!,%s 賽季已重置！
TEXTCLIENT_BATTLEPASS_NEWRANK,You reached the %s grade %d!,你已達到 %s 等級 %d!
TEXTCLIENT_BATTLEPASS_NEWBONUSRANK,You reached the %s bonus grade %d+%d!,You reached the %s bonus grade %d+%d!
TEXTCLIENT_BATTLEPASS_ENDED,There is no more active Battle Pass.,沒有更活躍的戰鬥通行證
TEXTCLIENT_BATTLEPASS_PAID,Thank you for purchasing the Extended %s!,感謝您購買延長 %s!
TEXTCLIENT_BATTLEPASS_PURCHASE_PAID,Purchase the Extended %s to receive more rewards!,購買延長 %s 可獲得更多獎勵！
TEXTCLIENT_GUILDCOMBAT80_MAXLEVEL,Only characters level 80 or less can apply to this Lv80 Guild Siege.,只有 80 級或以下的角色可以申請此 Lv80 公會戰。
TEXTCLIENT_GUILDCOMBAT60_MAXLEVEL,Only characters who did not complete the second class change can apply to this Lv60 Guild Siege.,只有未完成二階轉職的角色才能申請本次Lv60公會戰。
TEXTCLIENT_GUILDCOMBAT_ENTER1,The Lv80 Guild Siege is held for this week.,本週舉行Lv80公會戰。
TEXTCLIENT_GUILDCOMBAT_ENTER2,The Lv60 Guild Siege is held for this week.,本週舉行Lv60公會戰。
TEXTCLIENT_GUILDCOMBAT_NEXT_COMBAT1,Today's Lv80 Guild Siege will not be held due to lack of participants.,Today's Lv80 Guild Siege will not be held due to lack of participants.
TEXTCLIENT_GUILDCOMBAT_NEXT_COMBAT2,Today's Lv60 Guild Siege will not be held due to lack of participants.,Today's Lv60 Guild Siege will not be held due to lack of participants.
TEXTCLIENT_GUILDCOMBAT_END1,The Level 80 Guild Siege has ended.,80級公會戰已經結束。
TEXTCLIENT_GUILDCOMBAT_END2,The Level 60 Guild Siege has ended.,60級公會戰已經結束。
TEXTCLIENT_GUILDCOMBAT_CHIPS,%d %s have been sent to your inventory or mail box.,%d %s 已發送到您的背包或郵箱。
TEXTCLIENT_GUILDCOMBAT_OPEN_MSG1,"From now on, Atlas in Flarine can let you into the Lv80 Guild Siege arena.",從現在開始，布拉里斯的阿特拉斯可以讓你進入Lv80公會戰競技場。
TEXTCLIENT_GUILDCOMBAT_OPEN_MSG2,"From now on, Olivia in Flarine can let you into the Lv60 Guild Siege arena.",從現在開始，布拉里斯的奧莉薇亞可以讓你進入Lv60公會戰競技場。
TEXTCLIENT_GUILDCOMBAT_ANOTHER,Another Guild Siege is happening.,另一場公會戰正在發生。
TEXTCLIENT_SKILL_ROOT,You cannot move right now.,你現在不能動。
TEXTCLIENT_WORLDBOSS_KILLED,%s has fallen!,%s 倒下了！
TEXTCLIENT_EVENT_REQGUILD,You should join a Guild to participate to the event!,您應該加入一個公會來參與活動～！
TEXTCLIENT_GUILD_WORLDCUP_POINTS,%s brought %d GET'EM B'ALL points to the Guild (Total: %d)!,%s 為公會帶來了 %d GET'EM B'ALL 積分（總計：%d）！
TEXTCLIENT_WORLDCUP_RANKING_MAIL,Congratulations for your rank %d in the GET'EM B'ALL ranking!,恭喜您在 GET'EM B'ALL 排名中獲得第 %d 名！
TEXTCLIENT_REMOVEPIERCING_NOSELECTION,You need to select a card to remove !,您需要選擇要刪除的卡片 ！
TEXTCLIENT_REMOVEPIERCING_NOCARD,The slot you selected has no card in it !,您選擇的插槽中沒有卡 ！
TEXTCLIENT_DUNGEON_FAIL_ENTER,Unable to enter the dungeon.,無法進入副本。
TEXTCLIENT_DUNGEON_FAIL_LEADER,Your leader must enter the dungeon first.,你的領隊必須先進入副本。
TEXTCLIENT_DUNGEON_START,%s started the dungeon %s!,%s 開始了副本 %s！
TEXTCLIENT_DUNGEON_START_DIFFICULTY,%s started the dungeon %s (%s)!,%s 開始了副本 %s（%s）！
TEXTCLIENT_DUNGEON_FULL,Too many players are in this dungeon. Please wait a moment.,這個副本裡的玩家太多了，請稍候。
TEXTCLIENT_DUNGEON_NOTRANS,You cannot enter an instanced dungeon while you are using a Trans.,在變身的狀態下無法進入地下城鎮副本
TEXTCLIENT_DUNGEON_NOTRANSUSE,You cannot use a Trans inside of an instanced dungeon.,您不能在地城副本內使用變身。
TEXTCLIENT_DUNGEON_CLOSING,The previous instance is closing. Please wait a moment.,上一個副本正在關閉，請稍候。
TEXTCLIENT_DUNGEON_GROUP_FULL,This dungeon does not allow more than %d group members.,此副本不允許超過 %d 組成員。
TEXTCLIENT_DUNGEON_NOENTRY,Entrance is not allowed for now.,現在暫時無法進入。
TEXTCLIENT_DUNGEON_KILL_TIMER,%d minute(s) remaining to clear %d monsters,還剩 %d 分鐘清除 %d 個怪物
TEXTCLIENT_DUNGEON_TIMEOUT,"Time is up, you failed the dungeon...",時間到了，副本你失敗了......
TEXTCLIENT_LACKITEM,You do not have the required items.,您沒有所需的物品。
TEXTCLIENT_DUNGEON_ENTER,Prepare yourself!,做好準備！
TEXTCLIENT_DUNGEON_CHANNEL,Your dungeon is running on another channel.,您的副本正在另一個頻道上進行。
TEXTCLIENT_DUNGEON_COOLDOWN,Please wait before challenging this dungeon again.,請耐心等待，再次挑戰此副本。
TEXTCLIENT_DUNGEON_PARTY_REQ,You must be in a Party to enter this dungeon.,你必須在一個組隊中才能進入這個副本。
TEXTCLIENT_DUNGEON_GUILD_REQ,You must be in a Guild to enter this dungeon.,你必須加入公會才能進入這個副本。
TEXTCLIENT_GUILDCOMBAT_NOMASTERS,You cannot join a Lv80 Guild Siege or Lv60 Guild Siege when doing a master quest!,做大師任務時不能加入Lv80公會戰或Lv60公會戰！
TEXTCLIENT_ACHIEVEMENT_SKILLUNLOCK,You unlocked skill [%s] lv.%d!,你解鎖了技能 [%s] lv.%d！
TEXTCLIENT_THIEFSANTAHUNT_RANKING_MAIL,Congratulations for your rank %d in the Thief Santa Hunt ranking!,恭喜！您在獵殺小偷聖誕老人活動排名中排名 %d
TEXTCLIENT_THIEFSANTAHUNT_RANKING_MAIL1,Congratulations for reaching %d points in the Thief Santa Hunt ranking!,恭喜！您在獵殺小偷聖誕老人活動排名中獲得 %d 積分！
TEXTCLIENT_THIEFSANTAHUNT_RECEIVE,You received %d Thief Santa Hunting Points (Total %d)!,您收到了 %d 獵殺小偷聖誕老人積分（總計 %d）！
TEXTCLIENT_APP_LOTTERY,Lottery,彩票
TEXTCLIENT_LOTTERY_LOWLEVEL,"Your level is too low, you must be level %d minimum to start this lottery!",您的等級太低，您必須至少達到 %d 級才能開始使用彩票！
TEXTCLIENT_LOTTERY_HIGHLEVEL,"Your level is too high, you must be level %d maximum to start this lottery!",您的等級太高，您必須達到 %d 等級才能開始抽獎！
TEXTCLIENT_LOTTERY_ITEMSMISSING,You must have %d %s to start this lottery!,您必須有 %d %s 才能開始抽獎！
TEXTCLIENT_LOTTERY_ERRORSTARTED,You already started a lottery! Wait for it to finish!,您已經開始抽獎了！請等抽獎結束！
TEXTCLIENT_LOTTERY_NOREWARD,Unlucky.. You got no reward this time!,喔喔.. 這次沒有獎勵！
TEXTCLIENT_LOTTERY_NOFREESPINS,You don't have any free spins left!,您沒有任何免費轉盤了！
TEXTCLIENT_LOTTERY_FREESPIN,You can now claim your free Lottery Wheel spin!,您現在可以領取免費的彩票轉盤！
TEXTCLIENT_APP_EVENTPASS,Lunar Pass,月票
TEXTCLIENT_BATTLEPASS_REWARD,You need to be at least level %d to claim %s rewards!,您至少需要達到 %d 級才能領取 %s 獎勵！
TEXTCLIENT_EXCHANGECONSUME_ERROR,You already have one buff of that type active.,你已經激活了一個該類型的加成。
TEXTCLIENT_GUILD_NOTFOUND,The guild %s was not found.,未找到公會 %s。
TEXTCLIENT_GM_WARNING_MISSING,You must provide a reason.,你必須提供一個理由。
TEXTCLIENT_GM_WARNING,You have received a warning from %s: %s,您收到來自 %s 的警告：%s
TEXTCLIENT_GM_WARNING_FEEDBACK,%s has been warned.,%s 已被警告。
TEXTCLIENT_GM_WARNING_FEEDBACK2,"%s is not online, but the warning was logged anyway.",%s 不在線，但無論如何都會記錄警告。
TEXTCLIENT_DUNGEON_KILL_MONSTER_TIMER,%d minute(s) remaining to kill %s,還剩 %d 分鐘殺死 %s
TEXTCLIENT_DUNGEON_KILL_MONSTER_TIMER_N,%d minute(s) remaining to kill %dx %s,還剩 %d 分鐘殺死 %dx %s
TEXTCLIENT_TICKETEXPIRED,Your ticket has expired! You were teleported back to Madrigal!,你的票已過期！你被傳送回瑪德利賈！
TEXTCLIENT_PETCAGE_FAIL01,The pet inside did not survive.,裡面的寵物沒有活下來。
TEXTCLIENT_MINTARGETLEVEL,This item can only be used on items level %d and above.,該物品只能用於物品等級 %d 及以上。
TEXTCLIENT_DUNGEON_MAXENTRY,Your reached the maximum entrance amount for today.,您已達到今天的最大入場額度。
TEXTCLIENT_DUNGEON_MAXINSTANCE,You already have %d dungeon running. Please wait.,您已經有 %d 個副本正在運行，請稍等。
TEXTCLIENT_DUNGEON_RATELIMIT,Too many players are starting dungeons. Please try again soon.,太多的玩家正在開始副本，請稍後重試。
TEXTCLIENT_DUNGEON_FAILMASTER,You cannot enter dungeons while on a Master quest.,你不能在大師任務中進入副本。
TEXTCLIENT_ITEM_PK,This item is only usable on a PK Channel.,此道具只能在 PK 頻道上使用。
TEXTCLIENT_DUNGEON_RANKING_MAIL,Congratulations for your rank %d in the %s!,恭喜你排名 %d 在 %s! 
TEXTCLIENT_DUNGEON_WINNER,This week's winner of the %s is %s Guild,本週 %s 的獲勝者是 %s 公會
TEXTCLIENT_DUNGEON_NOWINNER,There is no winning Guild of the %s,%s 沒有獲勝的公會
TEXTCLIENT_CHANNELPK,You cannot teleport on a non-PK channel while using a PK ticket,使用 PK 票時不能傳送到非 PK 頻道
TEXTCLIENT_DUNGEON_CLEARED,Dungeon cleared in %s!,副本已在 %s 中清除！
TEXTCLIENT_DUNGEONFORCEDSPAWN,Congratulations! You killed all the %s(s)! Boss will spawn with a bonus!,恭喜！ 你殺死了所有的 %s(s)! 魔王將會產生獎勵！
TEXTCLIENT_SOMEONEUSING,Another player is using this! Please wait..,其他玩家正在使用中！請稍候…
TEXTCLIENT_NOTUSESKILL_ITEMUSE_CUMULABLE,The item %s is only cumulable if the buff is the exact same item. Current buff item %s.,只有當增益效果與物品 %s 完全相同時，才能疊加。當前增益物品 %s.
TEXTCLIENT_COSTUMECOLLECTION_ISEVENTUSED,Costume is already used.,該服裝已被使用中。
TEXTCLIENT_COSTUMECOLLECTION_NOTHING,You have nothing to submit.,你目前沒有可提交的物品。
TEXTCLIENT_APP_EVENTS,Events,活動
TEXTCLIENT_ACHIEVEMENT_COLLECTION_ERROR_1,You have nothing to submit.,你目前沒有可提交的物品。
TEXTCLIENT_ACHIEVEMENT_COLLECTION_ERROR_2,Achievement collection error 02.,Achievement collection error 02.
TEXTCLIENT_ACHIEVEMENT_COLLECTION_ERROR_3,Achievement collection error 03.,Achievement collection error 03.
TEXTCLIENT_ACHIEVEMENT_COLLECTION_ERROR_4,Achievement collection error 04.,Achievement collection error 04.
TEXTCLIENT_ACHIEVEMENT_COLLECTION_ERROR_5,Costume is already used.,該服裝已被使用中。
TEXTCLIENT_ACHIEVEMENT_COLLECTION_ERROR_6,Achievement collection error 06.,Achievement collection error 06.
TEXTCLIENT_ACHIEVEMENT_COLLECTION_ERROR_7,Achievement collection error 07.,Achievement collection error 07.
TEXTCLIENT_ACHIEVEMENT_COLLECTIONSUCCESS,Costumes successfully submitted.,服裝已提交成功。
TEXTCLIENT_ACHIEVEMENT_LEVEL,"You reached %d of ""%s""","你已達成 %d 個 ""%s"""
TEXTCLIENT_MESSAGE_TOO_LONG,Your message exceeds the maximum length.,你的訊息超過最大字數限制。
TEXTCLIENT_FREEZE_NOTUSE,You cannot teleport if you're frozen.,You cannot teleport if you're frozen.
TEXTCLIENT_MINLVLTRADE,You must reach level %d to trade premium items.,你必須達到等級 %d 才能交易付費道具。
TEXTCLIENT_MINLVLMOTION,You must reach level %d to use this motion.,必須達到等級 %d 才能使用這個動作。
TEXTCLIENT_APP_SWITCHEQUIP,Switch Equip,Switch Equip
TEXTCLIENT_SWITCHEQUIP_NOTUSEITEM,You can only equip items from the SwitchEquip menu/shortcut.,物品僅能在切換裝備選單／快捷鍵中裝備。
TEXTCLIENT_SWITCHEQUIP_SUCCESS_UPDATED,You Successfully updated preset %s!,預設配置更新成功 %s!
TEXTCLIENT_SWITCHEQUIP_ERROR_COUNT,You have too many presets!,預設組合數量已達上限！
TEXTCLIENT_SWITCHEQUIP_SUCCESS_ADD,You successfully created preset %s!,預設配置建立成功 %s!
TEXTCLIENT_SWITCHEQUIP_SUCCESS_DELETED,You successfully deleted preset %s!,已成功刪除預設組合 %s!
TEXTCLIENT_SWITCHEQUIP_USEBATTLEPASS,You don't have access to this preset anymore.. You need battlepass for it.,You don't have access to this preset anymore.. You need battlepass for it.
TEXTCLIENT_SWITCHEQUIP_ERROR_REQUIREMENT,You cannot add %s to the preset equipment. Requirements not met.,You cannot add %s to the preset equipment. Requirements not met.
TEXTCLIENT_SWITCHEQUIP_ERROR_REQUIREMENT_KEEPTIME,You first need to equip that item once before adding it to the preset equipment.,You first need to equip that item once before adding it to the preset equipment.
TEXTCLIENT_SWITCHEQUIP_USEWAIT,Please wait a little before using another switch.,Please wait a little before using another switch.
TEXTCLIENT_PVPCONTEST_NOGUILD,You need a guild and be the leader to register.,You need a guild and be the leader to register.
TEXTCLIENT_PVPCONTEST_ALREADYREGISTERED,Your guild is already registered for the FWC PVP Contest!,Your guild is already registered for the FWC PVP Contest!
TEXTCLIENT_PVPCONTEST_NOTCLOSED,You can't register now. FWC PVP Contest has already started or will start tomorrow!,You can't register now. FWC PVP Contest has already started or will start tomorrow!
TEXTCLIENT_PVPCONTEST_COMPOSITIONNOTCLOSED,You can't change your participating players now. FWC PVP Contest has already started or will start tomorrow!,You can't change your participating players now. FWC PVP Contest has already started or will start tomorrow!
TEXTCLIENT_PVPCONTEST_NOTREGISTERED,Your guild is not registered for the FWC PVP Contest.,Your guild is not registered for the FWC PVP Contest.
TEXTCLIENT_PVPCONTEST_COMPOSITIONSUCCESS,You successfully set your player composition!,You successfully set your player composition!
TEXTCLIENT_PVPCONTEST_REGISTRATIONSUCCESS,You successfully registered your guild for the FWC PVP Contest!,You successfully registered your guild for the FWC PVP Contest!
TEXTCLIENT_PVPCONTEST_NOGOLDS,You need at least %s penyas to register to the FWC PVP Contest!,You need at least %s penyas to register to the FWC PVP Contest!
TEXTCLIENT_PVPCONTEST_STATE_REGISTRATIONS,Registrations for FWC PVP Contest are now open! ,Registrations for FWC PVP Contest are now open! 
TEXTCLIENT_PVPCONTEST_STATE_PRELIMINARY,Preliminaries will start from now on!,Preliminaries will start from now on!
TEXTCLIENT_PVPCONTEST_STATE_BACKUP,Backup Match will start from now on!,Backup Match will start from now on!
TEXTCLIENT_PVPCONTEST_STATE_FINALS,Final Matchs will start from now on!,Final Matchs will start from now on!
TEXTCLIENT_PVPCONTEST_HAVENOT_PLAYER,You need to select players to participate the FWC PVP Contest!,You need to select players to participate the FWC PVP Contest!
TEXTCLIENT_PVPCONTEST_SELECTION_MAX,You can only select %d players maximum!,You can only select %d players maximum!
TEXTCLIENT_PVPCONTEST_LIMIT_LEVEL_NOTICE,Selected player must be at least level %d!,Selected player must be at least level %d!
TEXTCLIENT_PVPCONTEST_ALREADY_ENTRY,That player is already selected! Please pick another.,That player is already selected! Please pick another.
TEXTCLIENT_PVPCONTEST_HAVENOT_MASTER,Guild leader has to participate to the FWC PVP Contest!,Guild leader has to participate to the FWC PVP Contest!
TEXTCLIENT_PVPCONTEST_PRESTATE_PRELIMINARY,Registrations for FWC PVP Contest will end in an hour! Make sure you registered your guild to participate!,Registrations for FWC PVP Contest will end in an hour! Make sure you registered your guild to participate!
TEXTCLIENT_PVPCONTEST_SELECTEDPLAYERS_EMPTY,There was an error with fetching your selected players list. Please try again.,There was an error with fetching your selected players list. Please try again.
TEXTCLIENT_PVPCONTEST_SELECTEDMATCH_ERROR,You need to select a match.,You need to select a match.
TEXTCLIENT_PVPCONTEST_SELECTEDMATCH_CONFIRM,"Thank you for confirming, your next match will start at %02d:%02d today.","Thank you for confirming, your next match will start at %02d:%02d today."
TEXTCLIENT_PVPCONTEST_NO_MEMBER,"Unable to use the member management function during FWC PVP Contest, or you're trying to edit a member that has been selected for the registration.","Unable to use the member management function during FWC PVP Contest, or you're trying to edit a member that has been selected for the registration."
TEXTCLIENT_PVPCONTEST_NOT_CHANGE_NAME,You cannot change your guild name during FWC PVP Contest.,You cannot change your guild name during FWC PVP Contest.
TEXTCLIENT_PVPCONTEST_NOT_CHANGE_LOGO,You cannot change your guild logo during FWC PVP Contest.,You cannot change your guild logo during FWC PVP Contest.
TEXTCLIENT_PVPCONTEST_NOT_WAR,Unable to declare war during FWC PVP Contest.,Unable to declare war during FWC PVP Contest.
TEXTCLIENT_PVPCONTEST_CANNOT_FRIENDADD,You cannot add friends in the FWC PVP Contest.,You cannot add friends in the FWC PVP Contest.
TEXTCLIENT_PVPCONTEST_CANNOT_PARTY,You cannot make a party in the FWC PVP Contest.,You cannot make a party in the FWC PVP Contest.
TEXTCLIENT_PVPCONTEST_NO_OUTWAR,You cannot use Blinkwings to escape the FWC PVP Contest.,You cannot use Blinkwings to escape the FWC PVP Contest.
TEXTCLIENT_PVPCONTEST_MATCHEND_WINNER,Match has ended! Winner is %s!,Match has ended! Winner is %s!
TEXTCLIENT_PVPCONTEST_MATCHEND_NOWINNER,Match has ended! There was no winner this time!,Match has ended! There was no winner this time!
TEXTCLIENT_PVPCONTEST_CAPTION_WAITINGOPPONENT,Waiting for opponent.. ,Waiting for opponent.. 
TEXTCLIENT_PVPCONTEST_CAPTION_PREPARE,Preparation phase. Match will start in: ,Preparation phase. Match will start in: 
TEXTCLIENT_PVPCONTEST_CAPTION_FIGHT,End combat  ,End combat  
TEXTCLIENT_PVPCONTEST_CAPTION_ENDING,Match has ended! You will be teleported on Madrigal in ,Match has ended! You will be teleported on Madrigal in 
TEXTCLIENT_PVPCONTEST_SCHEDULES_LEADER,Only the leader can select match schedules!,Only the leader can select match schedules!
TEXTCLIENT_PVPCONTEST_ALREADYPLAYEDTODAY,You already played a match today! You can't select another schedule.,You already played a match today! You can't select another schedule.
TEXTCLIENT_PVPCONTEST_CANTTELEPORT,You can't teleport in the match anymore. Match has started.,You can't teleport in the match anymore. Match has started.
TEXTCLIENT_PVPCONTEST_TELEPORTNOMATCH,Teleportation is not possible since there is no match waiting for you.,Teleportation is not possible since there is no match waiting for you.
TEXTCLIENT_PVPCONTEST_NOOPPONENT,"No opponent joined! Match will then end, giving you the victory!","No opponent joined! Match will then end, giving you the victory!"
TEXTCLIENT_PVPCONTEST_NOOPPONENTWIN,No opponent was found for your match! We then considered your match as won!,No opponent was found for your match! We then considered your match as won!
TEXTCLIENT_PVPCONTEST_KILLNOTIFICATION,[%s] %s killed [%s] %s!,[%s] %s killed [%s] %s!
TEXTCLIENT_PVPCONTEST_KILLNOTIFICATION_KILLINGSPREE_STOP,[%s] %s killed [%s] %s and stopped their killing spree!,[%s] %s killed [%s] %s and stopped their killing spree!
TEXTCLIENT_PVPCONTEST_KILLNOTIFICATION_KILLINGSPREE,[%s] %s is on a killing spree!,[%s] %s is on a killing spree!
TEXTCLIENT_PVPCONTEST_MATCHSOON,You can't change your participation now. Matches are starting soon!,You can't change your participation now. Matches are starting soon!
TEXTCLIENT_PVPCONTEST_PLAYERNOTJOINED_LIVES,A player has not joined or has left the match! Total guild remaining lives have been decreased by %d!,A player has not joined or has left the match! Total guild remaining lives have been decreased by %d!
TEXTCLIENT_PVPCONTEST_PRELIMINARYMATCHESENDANNOUNCEMENT,The FWC PVP Contest Preliminary %d:%d UTC matches have ended! The next matches will start at %d:%d UTC!,The FWC PVP Contest Preliminary %d:%d UTC matches have ended! The next matches will start at %d:%d UTC!
