Key,English
UI_TELEPORT_WHERE,Where do you want to go?
UI_CASHSHOP_BONUS,Bonus
UI_CASHSHOP_TOTAL,Total
UI_CASHSHOP_FRAME_TITLE,Top-Up
UI_CASHSHOP_MINIMIZE,Minimize
UI_GACHA_DESC_SELECT,Please select which item you want to receive and then press Open. You can only receive #bone item#nb.
UI_CASHSHOP_CASHBACK_DESC,#b[Server Group Purchase Event]#nb\nYou will get back a % of the fCoins spent on this product depending on how many products have been purchased on this server during the event period! Check our website for more information.
UI_CASHSHOP_CASHBACK_CURRENT,Server Purchases: %d = #b%d%% fCoins Back#nb
UI_CASHSHOP_CASHBACK_STEP,%d purchases: %d%% fCoins Back
UI_TOOLTIP_DST_BLEED_POISON_RESIST,Bleed & Poison Resist
UI_COMBATPOWER_RANKING_PRIZE,Highest ranked players per job will receive exclusive prizes! Check our website for more information.
UI_GIANTHUNT_RANKING_TITLE,Giant Hunt Ranking
UI_GIANTHUNT_RANKING_PRIZE,Highest ranked players will receive exclusive prizes! Check our website for more information.\n\nYour hunting point: #b%d#nb
UI_GIANTHUNT_RANKING_POS,(Top %d%%)
UI_GIANT_HUNT_POINT,Hunting point
UI_PURCHASE_EVENT_DESC,Receive rewards after spending specific #bfCoins#nb amount goals in the Cash Shop! Amount and rewards are counted per character.
UI_PURCHASE_EVENT_TIME,End of the Event Period:
UI_CASHSHOP_CURRENCY,fCoins
UI_PURCHASE_EVENT_MEMBERS,Guild Members
UI_PURCHASE_EVENT_COMPLETED,This purchase event has been completed!
UI_PURCHASE_EVENT_GUILD,#bAll Guild Members#nb receive rewards after some members spent specific #bfCoins#nb amount goals in the Cash Shop!
UI_TOOLTIP_NEW_UPGRADE_EFFECT,This weapon has alternative upgrade effects.
UI_CAPTCHA_TITLE,Challenge
UI_CAPTCHA_DESC,Please complete the following captcha. We use challenges to provide a fair game to all our players by preventing bots and cheats.
UI_OTP_TITLE,Two Factor Auth
UI_OTP_MSG,Please enter the 6-digits code from your Two Factor Auth App.
UI_OTP_CODE,Code:
UI_CHARINFO_LINK,Link Account
UI_KEEPTIMEEQUIP_CONFIRM,The item will be limited in time after the first use and cannot be traded anymore. Do you confirm?
UI_TOOLTIP_PICKUPSPEED,Loot Speed:
UI_LINKACCOUNT,You will lose your character if you clear your cookies. Register now to always access your character and unlock all game features?
UI_TOOLTIP_EXPIRED,This item has expired.
UI_CHAT_NOTALK,Mute
UI_CHAT_TALK,Unmute
UI_CHAT_IGNORE,Ignore
UI_CHAT_UNIGNORE,Unignore
UI_SELECTSERVER_US,America
UI_SELECTSERVER_EU,Europe
UI_SELECTSERVER_ASIA,Asia
UI_SELECTSERVER_LABEL,Select your Server and Channel:
UI_GUILDBANK_BAGS,Bags
UI_GUILDBANK_BAGS_TIP,Use Guild Extra Bags to expand the Guild Bank.
UI_UPGRADECARD_UNSAFE,Without Scroll of EProtect you will lose the item in case of failure.
UI_WORLD_LOCK,Locked
UI_WORLD_UNLOCK,Unlocked
UI_GUILD_LASTSEEN,Last Seen:
UI_PET_STAT,Stat
UI_PET_STAT_NONE,None
UI_PET_ENERGY,Energy
UI_PET_REROLL_CONFIRM,#bThe pet in the window will be destroyed.#nb Do you want to continue?
UI_PET_TIER,Tier
UI_PET_USE_SKILL,Grace
UI_PET_SKILL_TOOLTIP,Use your pet's grace skill. Consumes energy and depletes the progress bar. There is a draggable key in the Motion window.
UI_PET_RESTAT_TITLE,Pet Reroll
UI_PET_RESTAT_BUTTON,Reroll
UI_PET_RESTAT_DISCARD,Discard
UI_PET_RESTAT_KEEP,Keep
UI_PET_RESTAT_CONFIRM_REROLL,Are you sure you want to reroll this tier? The resulting level could be higher or lower than the current level.
UI_PET_RESTAT_CONFIRM_DISCARD,Are you sure you want to discard this result?
UI_PET_RESTAT_CONFIRM_KEEP,Are you sure you want to keep this result?
UI_TOOLTIP_DST_BLOCK_PENETRATE,Block Penetration
UI_ITEM_USE_CANDY,How many Pet Candies do you want to use?
UI_NAMEMISSING_TITLE,Name Missing
UI_NAMEMISSING_MSG,Please enter a name for your character.
UI_ACCEPTTERMS,I accept the terms.
UI_ACCEPTTERMS_READ,Read
UI_ACCEPTTERMS_TITLE,Accept Terms
UI_ACCEPTTERMS_MSG,Please accept the Terms and Conditions.
UI_APP_BATTLEPASS_TIP,Displays the Battle Pass Menu.
UI_BATTLEPASS_REWARD,Reward
UI_BATTLEPASS_MISSION,Mission
UI_BATTLEPASS_DAILY,Daily
UI_BATTLEPASS_WEEKLY,Weekly
UI_BATTLEPASS_SEASON,Season
UI_BATTLEPASS_MISSION_KILLMONSTER,Hunt Monsters Lv.%s+
UI_BATTLEPASS_MISSION_KILLMONSTER2,Hunt %s
UI_BATTLEPASS_MISSION_KILLGIANT,Hunt Giant or Violet Monster Lv.%s+
UI_BATTLEPASS_MISSION_CHEER,Cheer a Player
UI_BATTLEPASS_MISSION_COLLECT,Collect on a Catcher Monster
UI_BATTLEPASS_MISSION_LOGIN,Login Today
UI_BATTLEPASS_MISSION_KILLSUPER,Hunt Boss Monster
UI_BATTLEPASS_MISSION_SPENDGOLD,Spend Penya
UI_BATTLEPASS_MISSION_SAFETYSMELT,Try Safe Upgrade
UI_BATTLEPASS_MISSION_GUILDCOMBAT,Join Guild Siege
UI_BATTLEPASS_MISSION_DUEL,Do a Duel
UI_BATTLEPASS_MISSION_GUILDWAR,Do a Guild Duel
UI_BATTLEPASS_MISSION_ARENA,Kill or Die in the Arena
UI_BATTLEPASS_MISSION_HARVEST,Harvest Berries
UI_BATTLEPASS_MISSION_RAISEPET,Raise Pet to %s
UI_BATTLEPASS_POINTS,Points
UI_BATTLEPASS_PASSGRADE,Pass Grade
UI_BATTLEPASS_INFO,End of the %s season: #b%s#nb (Server Time)\nPoints limit for this week: #b%d / %d#nb\n#iPoints earned through the Season missions are not included in the weekly limit.#ni\n#iSome rewards are enhanced after reaching level %d#ni
UI_BATTLEPASS_PURCHASE,Purchase Extended Pass
UI_BATTLEPASS_CLAIM,Claim Rewards
UI_BATTLEPASS_TIP_BASICREWARDS,Basic rewards for everyone!
UI_BATTLEPASS_TIP_PAIDREWARDS,Additional rewards available with the Extended Battle Pass!
UI_BATTLEPASS_COMPLETED,Congratulations for completing the Battle Pass!
UI_GUILDCOMBAT80_CANCEL_TITLE,Lv80 GS - Cancel Application
UI_GUILDCOMBAT80_CANCEL_MSG,Do you want to withdraw from the Level 80 Guild Siege?
UI_GUILDCOMBAT80_JOIN_MSG,Do you join the Level 80 Guild Siege?
UI_GUILDCOMBAT60_CANCEL_TITLE,Lv60 GS - Cancel Application
UI_GUILDCOMBAT60_CANCEL_MSG,Do you want to withdraw from the Level 60 Guild Siege?
UI_GUILDCOMBAT60_JOIN_MSG,Do you join the Level 60 Guild Siege?
UI_GUILDCOMBATBOARD_TITLE1,Level 80 GS Information
UI_GUILDCOMBATBOARD_TITLE2,Level 60 GS Information
UI_GUILDCOMBAT_OFFER_TITLE1,Apply for Level 80 GS
UI_GUILDCOMBAT_OFFER_TITLE2,Apply for Level 60 GS
UI_GUILDCOMBAT_OFFER_PRESENT1,Blue Chips\n- Winning Guild: 34 x number of participating guilds\n- Second Guild: 24 x number of participating guilds\n- Third Guild: 14 x number of participating guilds\n- Fourth Guild: 8 x number of participating guilds\n- Fifth Guild: 4 x number of participating guilds
UI_GUILDCOMBAT_OFFER_PRESENT2,Blue Chips\n- Winning Guild: 32 x number of participating guilds\n- Second Guild: 22 x number of participating guilds\n- Third Guild: 12 x number of participating guilds\n- Fourth Guild: 7 x number of participating guilds\n- Fifth Guild: 3 x number of participating guilds
UI_GUILDCOMBAT_STATE_TITLE1,Level 80 GS Applications
UI_GUILDCOMBAT_STATE_TITLE2,Level 60 GS Applications
UI_GUILDCOMBAT_SELECT_TITLE1,Level 80 GS Line Up
UI_GUILDCOMBAT_SELECT_TITLE2,Level 60 GS Line Up
UI_GUILDCOMBAT_RESULT_TITLE1,Level 80 Guild & Member Ranking
UI_GUILDCOMBAT_RESULT_TITLE2,Level 60 Guild & Member Ranking
UI_GUILDCOMBAT_RANKING_TITLE1,Level 80 Guild Member Ranking
UI_GUILDCOMBAT_RANKING_TITLE2,Level 60 Guild Member Ranking
UI_OPTION_EVENTLIGHT,Event Light
UI_LEVELREACH,Level Reach
UI_LEVELREACH_DESC,"Reach new levels during the event period and receive rewards! The number of rewards is limited per level so hurry up. First come, first served!"
UI_LEVELREACH_LVL01,Level 1
UI_LEVELREACH_LVL02,Level 2
UI_LEVELREACH_LVL15,Level 15
UI_LEVELREACH_LVL16,Level 16
UI_LEVELREACH_LVL20,Level 20
UI_LEVELREACH_LVL30,Level 30
UI_LEVELREACH_LVL40,Level 40
UI_LEVELREACH_LVL45,Level 45
UI_LEVELREACH_LVL60,Level 60
UI_LEVELREACH_LVL80,Level 80
UI_LEVELREACH_LVL100,Level 100
UI_LEVELREACH_LVL110,Level 110
UI_LEVELREACH_LVL120,Level 120
UI_LEVELREACH_LVL125,Level 125
UI_LEVELREACH_LVL126,Level 126
UI_LEVELREACH_LVL130,Level 130
UI_LEVELREACH_LVL131,Level 131
UI_LEVELREACH_LVL135,Level 135
UI_LEVELREACH_LVL136,Level 136
UI_LEVELREACH_LVL139,Level 139
UI_LEVELREACH_LVL140,Level 140
UI_LEVELREACH_LVL141,Level 141
UI_LEVELREACH_LVL143,Level 143
UI_LEVELREACH_LVL145,Level 145
UI_LEVELREACH_LVL147,Level 147
UI_LEVELREACH_LVL149,Level 149
UI_LEVELREACH_LVL150,Level 150
UI_LEVELREACH_LVL152,Level 152
UI_LEVELREACH_LVL154,Level 154
UI_LEVELREACH_LVL156,Level 156
UI_LEVELREACH_LVL158,Level 158
UI_LEVELREACH_LVL160,Level 160
UI_LEVELREACH_LVL161,Level 161
UI_LEVELREACH_LVL162,Level 162
UI_LEVELREACH_LVL163,Level 163
UI_LEVELREACH_LVL164,Level 164
UI_LEVELREACH_LVL165,Level 165
UI_LEVELREACH_LVL169,Level 169
UI_LEVELREACH_LVL172,Level 172
UI_LEVELREACH_LVL175,Level 175
UI_LEVELREACH_LVL178,Level 178
UI_LEVELREACH_LVL181,Level 181
UI_LEVELREACH_LVL184,Level 184
UI_LEVELREACH_LVL187,Level 187
UI_LEVELREACH_LVL190,Level 190
UI_GIANTHUNTING,Giant Hunting
UI_WORLDCUP,GET'EM B'ALL
UI_WORLDCUP_TITLE,GET'EM B'ALL Scoreboard
UI_WORLDCUP_INFO,Collect #bSoccer Balls#nb from monsters to increase your guild points! Guilds will receive #brewards according to their rank#nb:\n1~10: Soccer Gold Box\n11~30: Soccer Silver Box\n31~All: Soccer Bronze Box\nGuild members who scores less than 50 points cannot receive reward.
UI_WORLDCUP_POINTS,GET'EM B'ALL Points
UI_WORLDCUP_RANK,Guild Rank: %d - Guild Points: %d - Your Points: %d
UI_MSGBOX_COPY,Copy
UI_MSGBOX_COPY_CONFIRM,Copied to Clipboard
UI_DUNGEON_TITLE,Dungeon
UI_DUNGEON_EASY,Easy
UI_DUNGEON_MEDIUM,Medium
UI_DUNGEON_HARD,Hard
UI_DUNGEON_LOW_DROPS,Low drops
UI_DUNGEON_NORMAL_DROPS,Normal drops
UI_DUNGEON_HIGH_DROPS,Increased drops
UI_DUNGEON_DEFEAT_BOSS,Defeat the boss!
UI_DUNGEON_ENTRANCE_SOLO,Solo
UI_DUNGEON_ENTRANCE_PARTY_SOLO,Party or Solo
UI_DUNGEON_ENTRANCE_GUILD_SOLO,Guild or Solo
UI_DUNGEON_ENTRANCE,Entrance: %s
UI_DUNGEON_MIN_LEVEL,Minimum Level: %d
UI_DUNGEON_MAX_LEVEL,Maximum Level: %d
UI_DUNGEON_MIN_LEADER_LEVEL,Minimum Creator Level: %d
UI_DUNGEON_REQ_LEADER_COMPLETE_QUEST,Req. Creator Completed Quest: %s
UI_DUNGEON_REQ_LEADER_QUEST,Req. Creator Quest: %s
UI_DUNGEON_ENTER,Enter
UI_DUNGEON_COOLDOWN,Cooldown: %s
UI_DUNGEON_LOOT,Loot items
UI_DUNGEON_REQ_LEADER_ITEM,Req. Creator Items:
UI_DUNGEON_REQ_DUNGEON,Req. Dungeon: %s
UI_DUNGEON_REQ_LEADER_GOLD,Creator Entrance Fee: %s Penya
UI_DUNGEON_CLEAR_MONSTERS,Clear %d monsters
UI_DUNGEON_CLEAR_MONSTERS_STATE,Clear monsters %d/%d
UI_DUNGEON_SOLO_CONFIRM,You will enter the dungeon alone.
UI_DUNGEON_PAY_CONFIRM,You will pay %s Penya.
UI_DUNGEON_MIN_GUILD_LEVEL,Req. Guild Level: %d
UI_DUNGEON_MODS_NOTE,#bNote: Selecting dungeon curses will not have an effect and not subtract any costs if you enter an already existing instance.#nb
UI_QUEST_LEVEL,Reach level %d
UI_QUEST_BADGE1,Badge
UI_QUEST_BADGE2,Badge: %s
UI_ACHIEVEMENTS_REWARD_SKILL,Unlocks skill: %s lv. %d
UI_ACHIEVEMENTS_NOBADGE,No Badge
UI_ACHIEVEMENTS_NOBADGE_DESCRIPTION,Does not show any badge.
UI_ACHIEVEMENTS_BADGEREWARD,Unlocked Badge
UI_ACHIEVEMENTS_BADGE,Badge: #b%s#nb
TEXTCLIENT_EXCHANGELIMIT,There are no more items to trade! Stock is empty!
UI_THIEFSANTAHUNT_RANKING_TITLE,Thief Santa Hunt Ranking
UI_BATTLEPASS_MISSION_PLAYTIME,Stay online %s minutes
UI_CHRISTMAS_ATTENDANCE,Christmas Attendance
UI_CHRISTMAS_ATTEND_DESC,Complete Santa's quest each day! Only during Christmas Holidays so don't miss a day!
UI_CATCH_THIEF_SANTA,Catch the Thief Santa!
UI_APP_LOTTERY_START,Spin!
UI_APP_LOTTERY,Lottery
UI_APP_LOTTERY_TIP,Displays the Lottery Menu.
UI_APP_LOTTERY_NEEDEDCOUNT,You need %dx %s to spin the wheel
UI_APP_LOTTERY_FREESPINTIMER,Next free spin in: %s
UI_APP_LOTTERY_FREESPINTIMER_READY,You can spin the wheel!!
UI_LUCKYROULETTE,Lucky Roulette
UI_LUCKYROULETTE_ATTENDANCE,Play for 24 hours to get 120 lottery coins to spend in the Lottery Wheel!
UI_LUNAR_NEW_YEAR,Lunar New Year
UI_BATTLEPASS,Battle Pass
UI_EVENTPASS,Update Pass
UI_ANNIVERSARYPASS,1 Year Anniversary Pass
UI_TOOLTIP_BATTLEPASS,Expire at the end of %s.
UI_VALENTINE_EVENT,Valentine's Day Event
UI_TOOLTIP_COOLDOWN_SECS,Cooldown: %.1f seconds
UI_DUNGEON_DEFEAT_MONSTER,Defeat %s
UI_DUNGEON_DEFEAT_MONSTER_NN,Defeat %d/%d %s
UI_DUNGEON_DEFEAT_MONSTER_N,Defeat %dx %s
UI_CHARINFO_PK_COUNT,Player(s) Killed
UI_CHARINFO_PK_STOLENCHIPS,PK Chips Stolen
UI_CHARINFO_PK_VALUE,PK Value
UI_USETICKET,Use ticket!
UI_TICKETCHANGE,Change Layer!
UI_TICKET,Ticket Area
UI_TICKETCHANNELSEL,Select a Layer
UI_TICKETCHANNEL,Layer 
UI_TICKETLEAVE,Leave Area
UI_TARGETITEMLEVEL,Required Target Level: %d
UI_DUNGEON_REQ_ITEM,Required Items:
UI_DUNGEON_MAX_ENTRY_COUNT,Max Entrance Per Day: %d / %d
UI_DROP_DISTRIBUTE_TITLE,Loot Distribution
UI_DROP_DISTRIBUTE_INFO,"Either roll a random number for the above item, or pass if you are not interested. After the timer, the player with the highest number gets the item."
UI_DROP_DISTRIBUTE_ROLL,Need
UI_DROP_DISTRIBUTE_PASS,Pass
UI_DROP_DISTRIBUTE_ROLL_TOOLTIP,Roll a number for a chance to get this item. Player with the highest roll wins.
UI_DROP_DISTRIBUTE_PASS_TOOLTIP,Pass on this item if you are not interested.
UI_DROP_DISTRIBUTE_RESULT,%s was awarded the item.
UI_DROP_DISTRIBUTE_RESULT_MAIL,A player who is no longer available has been mailed the item.
UI_DROP_DISTRIBUTE_CURRENT,Item: %d/%d
UI_TOOLTIP_MULTISTRIKE,Multistrike Chance
UI_BATTLEPASS_MISSION_KILLMONSTER_PK,Hunt Monsters Lv.%s+ on PK Channel
UI_BATTLEPASS_MISSION_KILLMONSTER2_PK,Hunt %s on PK Channel
UI_BATTLEPASS_MISSION_CLEARDUNGEON,Clear Dungeon(s)
UI_BATTLEPASS_MISSION_SAFETYPIERCING,Try Safe Piercing
UI_BATTLEPASS_MISSION_SAFETYPIERCING2,Try Safe Piercing On %s
UI_BATTLEPASS_PIERCEWEAPON,Weapon
UI_BATTLEPASS_PIERCEARMOR,Armor
UI_BATTLEPASS_PIERCESHIELD,Shield
UI_DUNGEON_RANKING_RESET,Ranking Reset: #b%s#nb
UI_DUNGEON_RANKING_CLEARTIME,Clear Time
UI_DUNGEON_RANKING_UPDATE,Updated every 5 minutes
UI_PKUSEITEM,Only usable on PK channel
UI_TELEPORT_TITLE,Exit
UI_TELEPORT_MESSAGE,Do you want to exit the dungeon?
UI_DUNGEON_FREE_ENTRANCE,Free Entrance Used #b%d / %d#nb
UI_CASHSHOP_MAXPURCHASE_DAILY,Maximum daily amount of purchases per character: %d
UI_BATTLEPASS_MISSION_CLEARDUNGEON2,Clear Dungeon %s
UI_BATTLEPASS_MISSION_PK,Kill Players on PK Channel
UI_BATTLEPASS_MISSION_PREMIUMAREA,Consume a Ticket Item
UI_BATTLEPASS_MISSION_PIERCINGCARD,Insert Piercing Card
UI_BATTLEPASS_MISSION_PIERCINGCARD2,Insert Piercing Card On %s
UI_EVENTS_TITLE,Events
UI_EVENTS_BANNER_TAB,Events
UI_TOOLTOP_EVENTUSED,Collection effect ON
UI_EVENT_TIMELEFT_FORMAT,%s left
UI_EVENT_BANNER_SCHEDULE,%s ~ %s
UI_COSTUMECOLLECTION,Costume collection
UI_COSTUMECOLLECTION_DESC,Costume collection
UI_EVENTS_REWARD_RECEIVED,Received
UI_EVENTS_COSTUME_COMPLETED,Completed
UI_EVENTS_COSTUME_SCORE,(%d)
UI_APP_EVENTS_TIP,Displays the events menu.
UI_COSTUMECOLLECTION_GRP1,Lucky costumes
UI_COSTUMECOLLECTION_GRP1_SET1,Alien Octopus\nCostume Set
UI_COSTUMECOLLECTION_GRP1_SET2,Rider\nCostume Set
UI_COSTUMECOLLECTION_GRP1_SET3,Baby Shark\nCostume Set
UI_COSTUMECOLLECTION_GRP2,Existing costumes
UI_COSTUMECOLLECTION_GRP2_SET1,FV-13 Power Armor\nCostume Set
UI_COSTUMECOLLECTION_GRP2_SET2,Space Samurai\nCostume Set
UI_COSTUMECOLLECTION_GRP2_SET3,Casual Hanbok\nCostume Set
UI_COSTUMECOLLECTION_GRP3,Event costumes
UI_COSTUMECOLLECTION_GRP3_SET1,Spy\nCostume Set\n(7Days)
UI_COSTUMECOLLECTION_GRP3_SET2,Giraffe\nCostume Set\n(7Days)
UI_COSTUMECOLLECTION_GRP3_SET3,Steam Punk\nCostume Set\n(7Days)
UI_COSTUMECOLLECTION_PART1,Hat
UI_COSTUMECOLLECTION_PART2,Suit
UI_COSTUMECOLLECTION_PART3,Gloves
UI_COSTUMECOLLECTION_PART4,Boots
UI_ACHIEVEMENTS_SUBMITBTN,Submit
UI_ACHIEVEMENTS_SUBMITTIP,Submit your costumes!
UI_BATTLEPASS_MISSION_SAFETYALL,Try Safe Upgrade or Piercing
UI_TOOLTIP_DST_UPGRADERATE,Upgrade Rate
UI_ACHIEVEMENT_TITLE,Title '%s'
UI_EXCHANGE_1,1 Exchange
UI_EXCHANGE_2,2 Exchanges
UI_EXCHANGE_3,3 Exchanges
UI_EXCHANGE_4,4 Exchanges
UI_EXCHANGE_5,5 Exchanges
UI_QUEST_TRIGGERCTRL,Open %s #cffc32f07#b%d/%d#nb#nc
UI_QUEST_RESCUE_CHILDRENS,Rescue the Children(s) #cffc32f07#b%d/%d#nb#nc
UI_GACHA_RESET_CONFIRM,Do you want to reset the gacha? You cannot cancel the action.
UI_FITTINGROOM_REMOVE_FASHION,Remove Fashion
UI_FITTINGROOM_TIP,Preview the visuals of items on your character.
UI_FITTINGROOM_NEXT_TIP,Preview the next animation.
UI_FITTINGROOM_PREV_TIP,Preview the previous animation.
UI_FITTINGROOM_PAUSE_TIP,Toggle the current animation playback state.
UI_PVPCONTEST_TITLE,FWC PVP Registrations Board
UI_PVPCONTEST_INFO,"Will your guild be the one to win the trip to Manila? \nTake your chance by participating in the FWC PVP Contest! \nRegister your guild, choose your top %d players, and battle until the end!"
UI_PVPCONTEST_REGISTRATIONCOST,Registration cost:
UI_PVPCONTEST_MINGUILDLEVEL,Min. Guild Level:
UI_PVPCONTEST_MAXPARTICIPATINGPLAYERS,Max participating players: 
UI_PVPCONTEST_REGISTEREDGUILDS,Registered Guilds (Count: %d)
UI_PVPCONTEST_REGISTER,Register
UI_PVPCONTEST_LINEUP,Line up
UI_PVPCONTEST_REMAKE_MAKEUP,Would like to organize line up for FWC PVP Contest again?
UI_PVPCONTEST_CONFIRM_LINEUP,Do you confirm the line up for FWC PVP Contest? You cannot change it after.
UI_PVPCONTEST_SELECT_TITLE,Set Entry List for FWC PVP Contest
UI_PVPCONTEST_SELECT_CONNECTED,Connected Guild Members
UI_PVPCONTEST_SELECT_ENTRANT,Entrant List
UI_PVPCONTEST_SELECT_RIGHT_TIP,Add a connected Guild Member to the entrant list.
UI_PVPCONTEST_SELECT_LEFT_TIP,Delete a Guild Member from the entrant list.
UI_PVPCONTEST_SELECT_UP_TIP,Arrange the selected Guild member to the upper side.
UI_PVPCONTEST_SELECT_DOWN_TIP,Arrange the selected Guild member to the lower side.
UI_PVPCONTEST_SELECT_COMPLETE,Complete
UI_PVPCONTEST_SELECT_COMPLETE_TIP,Complete the entry list.
UI_PVPCONTEST_SELECT_REMAKE,Remake
UI_PVPCONTEST_SELECT_REMAKE_TIP,Remake the entry list.
UI_PVPCONTEST_SELECT_INFO,Register your team. You can select a maximum of %d participating players. #b#cffff0000You CANNOT change the participating members later after registering.#nc#nb
UI_PVPCONTEST_SELECT_ENTRANT_TIP,A maximum of %d members can join the FWC PVP Contest. Choose your best players wisely.
UI_PVPCONTEST_SELECTMATCH,Select Match
UI_PVPCONTEST_SELECTMATCH_TOOLTIP,Select today's match schedule.
UI_PVPCONTEST_MATCH_TITLE,Select today's match
UI_PVPCONTEST_MATCH_INFO,"Select today's match schedules. Please note that if you're not here in time, your opponent will receive an #binstant#nb win. You can only pick #bone#nb match per day."
UI_PVPCONTEST_MATCH_SELECT,Select match
UI_PVPCONTEST_TELEPORT,Your match will start in a few minutes. Do you want to teleport to the match arena? #b#cffff0000Declining means you won't be able to join later.#nc#nb
UI_PVPCONTEST_JOINWAR_RANDOM,Random
UI_PVPCONTEST_JOINWAR_TITLE,Resurrection Location
UI_PVPCONTEST_JOINWAR_1_TIP,You have entered the 1st area.
UI_PVPCONTEST_JOINWAR_2_TIP,You have entered the 2nd area.
UI_PVPCONTEST_JOINWAR_3_TIP,You have entered the 3rd area.
UI_PVPCONTEST_JOINWAR_4_TIP,You have entered the 4th area.
UI_PVPCONTEST_JOINWAR_SELECT,Select the area you wish to enter.
UI_PVPCONTEST_JOINWAR_MSG,"After %d, you enter %s."
UI_PVPCONTEST_SELECTEDMATCH,Your next match will start at: %s
UI_STARTERPASS,Starter Pass
UI_PETPASS,Pet Pass
UI_PIERCINGPASS,Piercing Pass
UI_UPGRADEPASS,Upgrade Pass
UI_ELEMENT_UPGRADEPASS,Element Upgrade Pass
UI_PARTYPASS,Party Pass
UI_COSTUMEPASS,Costume Pass
UI_BATTLEPASS_MISSION_PETSKILL,Use pet grace skill
UI_BATTLEPASS_MISSION_PIERCING,"Attempt Weapon, Shield or Suit Piercing"
UI_BATTLEPASS_MISSION_ELEMENT_SMELT,Attempt Elemental Upgrade
UI_BATTLEPASS_MISSION_ELEMENT_SAFETY_SMELT,Try safety upgrade (Elemental)
UI_BATTLEPASS_MISSION_ELEMENT_SMELT_SUCCESS,Reach gear element upgrade %s or above
UI_BATTLEPASS_MISSION_NORMAL_SMELT,Attempt to Upgrade Gear or Accessories
UI_BATTLEPASS_MISSION_NORMAL_SAFETY_SMELT,Try safety upgrade (Normal/Acc)
UI_BATTLEPASS_MISSION_NORMAL_SMELT_SUCCESS,Gear or accessory upgrade %s or above
UI_BATTLEPASS_MISSION_PARTYKILLMONSTER,Kill Normal Monsters With Party
UI_BATTLEPASS_MISSION_PARTYKILLMONSTER2,Kill %s With Party
UI_BATTLEPASS_MISSION_PARTYCLEARDUNGEON,Clear dungeon as a party
UI_BATTLEPASS_MISSION_PARTYCLEARDUNGEON2,Clear Dungeon %s as a party
UI_BATTLEPASS_MISSION_PARTYPOINT,Obtain Party Skill points
UI_BATTLEPASS_MISSION_COSTUMETRANSMUTATION,Put costume in wardrobe
UI_BATTLEPASS_MISSION_GETCOSTUME,Obtain costumes
UI_BATTLEPASS_SAFETYSMELT_ELECARD,(Elemental)
UI_BATTLEPASS_SAFETYSMELT_POWERDICE,(Normal/Acc)
UI_BATTLEPASS_MISSION_LEVELUP,Level Up
UI_BATTLEPASS_MISSION_LEVELUP2,Reach Level %s
UI_BATTLEPASS_MISSION_JOBCHANGE_EXPERT,Do the 1st Job Change
UI_BATTLEPASS_MISSION_JOBCHANGE_PROFESSIONAL,Do the 2nd Job Change
UI_BATTLEPASS_MISSION_SKILLMASTER,Increase a Skill to its Maximum Level
UI_BATTLEPASS_MISSION_KILLCATCHER,Hunt a Catcher Monster
UI_BATTLEPASS_MISSION_CRAFTPETCANDY,Craft Pet Candy
UI_BATTLEPASS_MISSION_CRAFTPETCANDY2,Craft Pet Candy (%s)
UI_BATTLEPASS_MISSION_JOINGUILD,Join a Guild
UI_BATTLEPASS_MISSION_JOINPARTY,Join a Party
UI_BATTLEPASS_MISSION_GETPKCHIP,Obtain PK Chips
UI_BATTLEPASS_MISSION_FLYING,Travel %s km on a Flying Item
UI_BATTLEPASS_MISSION_KILLFLYMONSTER,Defeat Aerial Monsters
UI_BATTLEPASS_MISSION_ACTIVEBEGINNERBUFF,Receive Buffs from the Buff Pang
UI_BATTLEPASS_MISSION_USECOMBOSKILL,Perform %s or More Combos Using the action slot
UI_BATTLEPASS_MISSION_ACTIVEEQUIPSET,Have a set effect activated
UI_BATTLEPASS_MISSION_KALGAS_ASSAULT,Finish Kalgas Assault
UI_BATTLEPASS_INFO2,End of the %s season: #b%s#nb (Server Time)\nPoints limit for this week: #b%d / %d#nb\n#iPoints earned through the Season missions are not included in the weekly limit.#ni
UI_BATTLEPASS_INFO3,End of the %s season: #b%s#nb (Server Time)\n#ni\n#iSome rewards are enhanced after reaching level %d#ni
UI_BATTLEPASS_INFO4,End of the %s season: #b%s#nb (Server Time)\n#ni
UI_BATTLEPASS_INFO5,There is no expiration date for the Starter Pass and all players can use it.
UI_QUEST_STARTABLE,Startable
UI_SUMMERPASS2023,Summer Pass
UI_APP_SWITCHEQUIP_TIP,Displays the Switch Equip Menu.
UI_APP_SWITCHEQUIP_DELETE,Delete
UI_APP_SWITCHEQUIP_SAVE,Save
UI_APP_SWITCHEQUIP_COPY,Copy Equipment
UI_APP_SWITCHEQUIP_USE,Use
UI_APP_SWITCHEQUIP_TITLE,Name 
UI_APP_SWITCHEQUIP_SWITCHLIST,Presets
UI_APP_SWITCHEQUIP_ERROR_NAME,You have to set a preset name!
UI_APP_SWITCHEQUIP_ERROR_NAMEFORMAT,The name you set for the preset is incorrect!
UI_APP_SWITCHEQUIP_NEWSWITCH,Create new
UI_APP_SWITCHEQUIP_SHORTCUT,Make shortcut
UI_APP_SWITCHEQUIP_PRESETNAME,Preset Name
UI_APP_SWITCHEQUIP_DELETE_TEXT,Are you sure you want to delete preset %s?
UI_APP_SWITCHEQUIP_DELETE_SELECT,You need to select a preset.
