Key,English,Simplified_Chinese
PROPQUEST_INC_150153,"You should be fine, but stay careful.","You should be fine, but stay careful."
PROPQUEST_INC_150154,Did you find what you were looking for? You found this there?,Did you find what you were looking for? You found this there?
PROPQUEST_INC_150155,Search the forest and obtain “Unknown Fur Ball”,Search the forest and obtain “Unknown Fur Ball”
PROPQUEST_INC_150156,Where Did the Expedition Go 2,Where Did the Expedition Go 2
PROPQUEST_INC_150157,This is Kyouchish fur. Kyouchish are elite Lycan warriors.,This is Kyouchish fur. Kyouchish are elite Lycan warriors.
PROPQUEST_INC_150158,"It seems they attacked and wiped out the remaining members of that expedition. Since their territory was invaded by that large group, they’re probably still on high alert around there.","It seems they attacked and wiped out the remaining members of that expedition. Since their territory was invaded by that large group, they’re probably still on high alert around there."
PROPQUEST_INC_150159,"If you defeat some Small Kyouchish and bring back any written orders or notes, I’ll translate them for you.","If you defeat some Small Kyouchish and bring back any written orders or notes, I’ll translate them for you."
PROPQUEST_INC_150160,Do you have a better lead than this?,Do you have a better lead than this?
PROPQUEST_INC_150161,"You remember the place, right?","You remember the place, right?"
PROPQUEST_INC_150162,"Ah, you got it. Let me see…","Ah, you got it. Let me see…"
PROPQUEST_INC_150163,Kill 25 Small Kyouchish and get 1 Lycan Operation Plan,Kill 25 Small Kyouchish and get 1 Lycan Operation Plan
PROPQUEST_INC_150164,Investigation Begins,Investigation Begins
PROPQUEST_INC_150165,"Hmm, this won’t take long. In the meantime, how about hunting some Kyouchish?","Hmm, this won’t take long. In the meantime, how about hunting some Kyouchish?"
PROPQUEST_INC_150166,They’re near the enemy camp.,They’re near the enemy camp.
PROPQUEST_INC_150167,"If you don’t feel like it, I won’t force you. Come back if you change your mind.","If you don’t feel like it, I won’t force you. Come back if you change your mind."
PROPQUEST_INC_150168,It’s best to finish this quickly. I’ll have the translation ready when you return.,It’s best to finish this quickly. I’ll have the translation ready when you return.
PROPQUEST_INC_150169,"Back already? The translation’s done. Here, take it.","Back already? The translation’s done. Here, take it."
PROPQUEST_INC_150170,Kill 25 Kyouchish,Kill 25 Kyouchish
PROPQUEST_INC_150171,The Expedition Is…,The Expedition Is…
PROPQUEST_INC_150172,"Did it say anything useful? Typical wolves—attack, pillage, and so on. Still, if it helps your search, that’s something.","Did it say anything useful? Typical wolves—attack, pillage, and so on. Still, if it helps your search, that’s something."
PROPQUEST_INC_150173,So now… you’re heading back? That’s something you’ll need to report.,So now… you’re heading back? That’s something you’ll need to report.
PROPQUEST_INC_150174,"Well, returning can wait.","Well, returning can wait."
PROPQUEST_INC_150175,I’ll inform the villagers so you can use our village freely afterward. Safe travels.,I’ll inform the villagers so you can use our village freely afterward. Safe travels.
PROPQUEST_INC_150176,"Oh, you’re back. How was the village?","Oh, you’re back. How was the village?"
PROPQUEST_INC_150177,The Truth,The Truth
PROPQUEST_INC_150178,So… the others… I’m the only survivor… sniff… Are you going back to Saint City?,So… the others… I’m the only survivor… sniff… Are you going back to Saint City?
PROPQUEST_INC_150179,"Please tell them I’m alive. I’ll join the second expedition when they arrive and return home. I don’t want to stay in this land any longer. I know it’s a lot to ask, but… could you avenge my fallen comrades before you leave for Madrigal?","Please tell them I’m alive. I’ll join the second expedition when they arrive and return home. I don’t want to stay in this land any longer. I know it’s a lot to ask, but… could you avenge my fallen comrades before you leave for Madrigal?"
PROPQUEST_INC_150180,"I heard a particularly loud howl. Everything went quiet afterward, so I’m sure that was their leader. Can you defeat him?","I heard a particularly loud howl. Everything went quiet afterward, so I’m sure that was their leader. Can you defeat him?"
PROPQUEST_INC_150181,"Oh… I see. I guess it can’t be helped. Never mind, then.","Oh… I see. I guess it can’t be helped. Never mind, then."
PROPQUEST_INC_150182,The howl came from that direction. I doubt it went far.,The howl came from that direction. I doubt it went far.
PROPQUEST_INC_150183,"Ah, you’re back. So, was there really a new continent?","Ah, you’re back. So, was there really a new continent?"
PROPQUEST_INC_150184,Kill 10 Captain Kyouchish,Kill 10 Captain Kyouchish
PROPQUEST_INC_150185,Report,举报
PROPQUEST_INC_150186,"There was? Then… did you find any trace of the expedition? My gods… what a disaster. At least there’s one survivor. For now, we must keep this quiet.","There was? Then… did you find any trace of the expedition? My gods… what a disaster. At least there’s one survivor. For now, we must keep this quiet."
PROPQUEST_INC_150187,"We can’t hide it forever, of course, but if we reveal it now, everything we’re planning will collapse. I’ll make an official announcement when we begin recruiting for the second expedition. Did you meet the Strange Collector?","We can’t hide it forever, of course, but if we reveal it now, everything we’re planning will collapse. I’ll make an official announcement when we begin recruiting for the second expedition. Did you meet the Strange Collector?"
PROPQUEST_INC_150188,"Please tell them I’m alive. I’ll join the second expedition when they arrive and return home. I don’t want to stay in this land any longer. I know it’s a lot to ask, but… could you avenge my fallen comrades before you leave for Madrigal?","Please tell them I’m alive. I’ll join the second expedition when they arrive and return home. I don’t want to stay in this land any longer. I know it’s a lot to ask, but… could you avenge my fallen comrades before you leave for Madrigal?"
PROPQUEST_INC_150189,He’s waiting for you. You should go see him.,He’s waiting for you. You should go see him.
PROPQUEST_INC_150190,"He’s your employer, after all. You’re probably exhausted from flying and fighting, but shouldn’t you visit him?","He’s your employer, after all. You’re probably exhausted from flying and fighting, but shouldn’t you visit him?"
PROPQUEST_INC_150191,He’s still at his usual place. You know where that is.,He’s still at his usual place. You know where that is.
PROPQUEST_INC_150192,You’re back. Good. I can sense good news.,You’re back. Good. I can sense good news.
PROPQUEST_INC_150193,Back to the New World,Back to the New World
PROPQUEST_INC_150194,"I was certain, but… to think my research really was correct. I’d love to visit that continent myself, but I need to stay here and handle preparations. Can you go ahead and investigate further?","I was certain, but… to think my research really was correct. I’d love to visit that continent myself, but I need to stay here and handle preparations. Can you go ahead and investigate further?"
PROPQUEST_INC_150195,Thank you. I hope we meet again there soon.,Thank you. I hope we meet again there soon.
PROPQUEST_INC_150196,"You know you’re the only one suited for this. If you change your mind, let me know. I’ll make it worth your while.","You know you’re the only one suited for this. If you change your mind, let me know. I’ll make it worth your while."
PROPQUEST_INC_150197,You’re still here… When do you think you’ll leave?,You’re still here… When do you think you’ll leave?
PROPQUEST_INC_150198,Back again? What’s going on this time?,Back again? What’s going on this time?
PROPQUEST_INC_150199,Chapter 3 Prelude,Chapter 3 Prelude
PROPQUEST_INC_150200,Meeting with Elders,Meeting with Elders
PROPQUEST_INC_150201,Oh? You want to know more about us?,Oh? You want to know more about us?
PROPQUEST_INC_150202,"Then you should speak with the jarl or one of the elders. They’ve lived long and know our history well. However, it won’t be easy for an outsider to meet the jarl. I’ll introduce you to my superior, one of the elders. I’ll tell him in advance so you can go straight to him.","Then you should speak with the jarl or one of the elders. They’ve lived long and know our history well. However, it won’t be easy for an outsider to meet the jarl. I’ll introduce you to my superior, one of the elders. I’ll tell him in advance so you can go straight to him."
PROPQUEST_INC_150203,Well… you could try finding them on your own too.,Well… you could try finding them on your own too.
PROPQUEST_INC_150204,"The elder is busy, so if you want to meet him quickly, you should hurry.","The elder is busy, so if you want to meet him quickly, you should hurry."
PROPQUEST_INC_150205,"So, you’re the one the captain mentioned.","So, you’re the one the captain mentioned."
PROPQUEST_INC_150206,Meet with [Elder] Melak,Meet with [Elder] Melak
PROPQUEST_INC_150207,Help Muran!,Help Muran!
PROPQUEST_INC_150208,"I don’t mind telling you about our village, but I have a favor to ask first.","I don’t mind telling you about our village, but I have a favor to ask first."
PROPQUEST_INC_150209,"As you know, we Muran are at war with the Lycans, and we’re badly outnumbered. I’ve heard you’ve already defeated quite a few of them. While you’re here, I’d like you to support our young warriors.","As you know, we Muran are at war with the Lycans, and we’re badly outnumbered. I’ve heard you’ve already defeated quite a few of them. While you’re here, I’d like you to support our young warriors."
PROPQUEST_INC_150210,"If you have more urgent matters, I understand. You can return when you’re free.","If you have more urgent matters, I understand. You can return when you’re free."
PROPQUEST_INC_150211,We can continue our talk afterwards.,We can continue our talk afterwards.
PROPQUEST_INC_150212,You’ve done an incredible job.,You’ve done an incredible job.
PROPQUEST_INC_150213,Complete 30 daily quests in Eillun Town,Complete 30 daily quests in Eillun Town
PROPQUEST_INC_150214,Where Is the Mole,Where Is the Mole
PROPQUEST_INC_150215,"Thanks to you, life in the village—and even the war—has become a bit more manageable. I should answer your questions as thanks, but… I have one more thing to ask.","Thanks to you, life in the village—and even the war—has become a bit more manageable. I should answer your questions as thanks, but… I have one more thing to ask."
PROPQUEST_INC_150216,"We suspect there’s a Lycan spy in a high position. Our operations keep getting sabotaged, and supplies for one squad were stolen. Can you investigate and, if possible, get them back?","We suspect there’s a Lycan spy in a high position. Our operations keep getting sabotaged, and supplies for one squad were stolen. Can you investigate and, if possible, get them back?"
PROPQUEST_INC_150217,"I hate to burden you, but there’s no one else I can trust with this.","I hate to burden you, but there’s no one else I can trust with this."
PROPQUEST_INC_150218,"The last known location was here. If they’re acting as they usually do, they shouldn’t be far.","The last known location was here. If they’re acting as they usually do, they shouldn’t be far."
PROPQUEST_INC_150219,He… he was the spy?,He… he was the spy?
PROPQUEST_INC_150220,Get 50 Stolen Supplies and 1 Secret Letter,Get 50 Stolen Supplies and 1 Secret Letter
PROPQUEST_INC_150221,Hunt the Mole,Hunt the Mole
PROPQUEST_INC_150222,"We had reports that he left the village in a hurry, but… to think a village elder would betray us. It’s tragic, but we don’t have enough soldiers to both defend the village and track him. Could you do it?","We had reports that he left the village in a hurry, but… to think a village elder would betray us. It’s tragic, but we don’t have enough soldiers to both defend the village and track him. Could you do it?"
PROPQUEST_INC_150223,"If possible, bring him back alive. If not… eliminate him. Smaller Kanonicus were carrying stolen supplies and a secret letter. He should still be nearby.","If possible, bring him back alive. If not… eliminate him. Smaller Kanonicus were carrying stolen supplies and a secret letter. He should still be nearby."
PROPQUEST_INC_150224,"Right now, you’re the only one who can move freely. We’ll be waiting.","Right now, you’re the only one who can move freely. We’ll be waiting."
PROPQUEST_INC_150225,"We must make an example of this traitor, or the village won’t be safe for long. Please, see it through.","We must make an example of this traitor, or the village won’t be safe for long. Please, see it through."
PROPQUEST_INC_150226,"You did well. Here, I’ve compiled what you were looking for. Take your time reading it—you’ll learn plenty about our history.","You did well. Here, I’ve compiled what you were looking for. Take your time reading it—you’ll learn plenty about our history."
PROPQUEST_INC_150227,Kill [Elder] Traitus,Kill [Elder] Traitus
PROPQUEST_INC_150228,About Muran,About Muran
PROPQUEST_INC_150229,"Thinking of all the chaos that traitor caused… honestly. Anyway, it seems your name has spread. A lot of people around the village have been asking to meet you. Once you’re done with your own business, why not visit them?","Thinking of all the chaos that traitor caused… honestly. Anyway, it seems your name has spread. A lot of people around the village have been asking to meet you. Once you’re done with your own business, why not visit them?"
PROPQUEST_INC_150230,"Of course, take care of your matters first.","Of course, take care of your matters first."
PROPQUEST_INC_150231,Hmm… you have more admirers in the village than you realize.,Hmm… you have more admirers in the village than you realize.
PROPQUEST_INC_150232,I’ve narrowed it down to three or four people for now.,I’ve narrowed it down to three or four people for now.
PROPQUEST_INC_150233,"Oh, so you’ve learned something about the natives? A book written by the village elder himself… May I see it? I see… very nice work. If you learn anything else, be sure to share it.","Oh, so you’ve learned something about the natives? A book written by the village elder himself… May I see it? I see… very nice work. If you learn anything else, be sure to share it."
PROPQUEST_INC_150234,Bring “All About Muran!” to the Strange Collector,Bring “All About Muran!” to the Strange Collector
PROPQUEST_INC_150235,Chapter 4 Climax,Chapter 4 Climax
PROPQUEST_INC_150236,An Incident! 1,An Incident! 1
PROPQUEST_INC_150237,"Ah, you’re the adventurer who’s been helping us. Even though we’re at war, the village itself has always been peaceful… but lately, something feels wrong.","Ah, you’re the adventurer who’s been helping us. Even though we’re at war, the village itself has always been peaceful… but lately, something feels wrong."
PROPQUEST_INC_150238,"We’ve heard strange howls, and there are unusual claw marks on the trees in town. If you have time, could you help us investigate?","We’ve heard strange howls, and there are unusual claw marks on the trees in town. If you have time, could you help us investigate?"
PROPQUEST_INC_150239,It looks like those Kanonicus have come too close to the village. Could you deal with them?,It looks like those Kanonicus have come too close to the village. Could you deal with them?
PROPQUEST_INC_150240,"If it’s too much trouble, I’ll try to find someone else.","If it’s too much trouble, I’ll try to find someone else."
PROPQUEST_INC_150241,"Their usual gathering spot is the place I mentioned earlier. If you head that way, you should find something.","Their usual gathering spot is the place I mentioned earlier. If you head that way, you should find something."
PROPQUEST_INC_150242,"Thank you for your hard work. But… even after thinning their numbers, the reports keep coming.","Thank you for your hard work. But… even after thinning their numbers, the reports keep coming."
PROPQUEST_INC_150243,Kill 30 Kanonicus,Kill 30 Kanonicus
PROPQUEST_INC_150244,An Incident! 2,An Incident! 2
PROPQUEST_INC_150245,"It seems something has already slipped into the village. Our captain must have sensed it too—he’s ordered tighter security. But with so few guards, nobody can spare time to investigate.","It seems something has already slipped into the village. Our captain must have sensed it too—he’s ordered tighter security. But with so few guards, nobody can spare time to investigate."
PROPQUEST_INC_150246,"Could you go around and ask the villagers if they’ve noticed anything strange? Thank you, truly.","Could you go around and ask the villagers if they’ve noticed anything strange? Thank you, truly."
PROPQUEST_INC_150247,"Don’t worry about me, I’ll manage.","Don’t worry about me, I’ll manage."
PROPQUEST_INC_150248,"I’ve already given you the list, remember? Please look into it.","I’ve already given you the list, remember? Please look into it."
PROPQUEST_INC_150249,Have I noticed anything weird lately?,Have I noticed anything weird lately?
PROPQUEST_INC_150250,Meet with Rohan,Meet with Rohan
PROPQUEST_INC_150251,An Incident! 3,An Incident! 3
PROPQUEST_INC_150252,"Hmm… well, the air feels different.","Hmm… well, the air feels different."
PROPQUEST_INC_150253,"Only Myurang and adventurers live here, but I’ve caught a faint whiff of those wolf fiends. It was stronger near the southern outskirts. Maybe ask Artin? He’s a skilled hunter—he might have noticed more.","Only Myurang and adventurers live here, but I’ve caught a faint whiff of those wolf fiends. It was stronger near the southern outskirts. Maybe ask Artin? He’s a skilled hunter—he might have noticed more."
PROPQUEST_INC_150254,"Other than that? Hmm, let me think…","Other than that? Hmm, let me think…"
PROPQUEST_INC_150255,"If you’re looking for Artin, head farther south.","If you’re looking for Artin, head farther south."
PROPQUEST_INC_150256,Something strange lately? Hmm…,Something strange lately? Hmm…
PROPQUEST_INC_150257,Meet with Artin,Meet with Artin
PROPQUEST_INC_150258,An Incident! 4,An Incident! 4
PROPQUEST_INC_150259,"Oh, the wolf scent? I’m used to it from the forest, but… now that you mention it, yeah, I’ve noticed it too. sniff Hmm… will you believe me?","Oh, the wolf scent? I’m used to it from the forest, but… now that you mention it, yeah, I’ve noticed it too. sniff Hmm… will you believe me?"
PROPQUEST_INC_150260,"I know it sounds crazy, but… Belia smells like a wolf. Could you check on her for me? I… I just can’t do it myself.","I know it sounds crazy, but… Belia smells like a wolf. Could you check on her for me? I… I just can’t do it myself."
PROPQUEST_INC_150261,I don’t have the courage to see my friend turn out to be a traitor…,I don’t have the courage to see my friend turn out to be a traitor…
PROPQUEST_INC_150262,Belia… please…,Belia… please…
PROPQUEST_INC_150263,Huh? You’re saying I smell like what? What kind of nonsense is that?,Huh? You’re saying I smell like what? What kind of nonsense is that?
PROPQUEST_INC_150264,Meet with Belia,Meet with Belia
PROPQUEST_INC_150265,An Incident! 5,An Incident! 5
PROPQUEST_INC_150266,"(Lycan) Damn it… how did you figure it out? I thought I’d fooled all these clueless cats, thanks to the Scroll of Skrolls our god gave me.","(Lycan) Damn it… how did you figure it out? I thought I’d fooled all these clueless cats, thanks to the Scroll of Skrolls our god gave me."
PROPQUEST_INC_150267,(Lycan) You’ve ruined too many of our plans already. Don’t think you’ll get away so easily. We’ll meet again.,(Lycan) You’ve ruined too many of our plans already. Don’t think you’ll get away so easily. We’ll meet again.
PROPQUEST_INC_150268,(Lycan) You think we’d just let you walk away after uncovering our secret?,(Lycan) You think we’d just let you walk away after uncovering our secret?
PROPQUEST_INC_150269,"What… I don’t remember the past few days at all. Are you saying they did that to me? Adventurer, you saved me. Thank you so much.","What… I don’t remember the past few days at all. Are you saying they did that to me? Adventurer, you saved me. Thank you so much."
PROPQUEST_INC_150270,Magic disguises… I never thought they were real. Belia taught our children—who knows what would’ve happened if that Lycan had stayed hidden. Thank you. I’ll report this to the elder.,Magic disguises… I never thought they were real. Belia taught our children—who knows what would’ve happened if that Lycan had stayed hidden. Thank you. I’ll report this to the elder.
PROPQUEST_INC_150271,Obtain “Fragment of Scroll”,Obtain “Fragment of Scroll”
PROPQUEST_INC_150272,A Good Friend Is… 1,A Good Friend Is… 1
PROPQUEST_INC_150273,"Adventurer, do you have a moment? It’s about my daughter. Lately she’s been sneaking out of the village, and she refuses to tell us anything at home.","Adventurer, do you have a moment? It’s about my daughter. Lately she’s been sneaking out of the village, and she refuses to tell us anything at home."
PROPQUEST_INC_150274,"Could you check on her? I’d be relieved if it’s nothing, but something about this feels wrong. Please, I’m begging you.","Could you check on her? I’d be relieved if it’s nothing, but something about this feels wrong. Please, I’m begging you."
PROPQUEST_INC_150275,"If you’re too busy, I understand. Where could she have gone this time…","If you’re too busy, I understand. Where could she have gone this time…"
PROPQUEST_INC_150276,"I’m not sure where exactly, but it looks like she’s been going outside the village.","I’m not sure where exactly, but it looks like she’s been going outside the village."
PROPQUEST_INC_150277,My parents sent you?,My parents sent you?
PROPQUEST_INC_150278,Meet with Kaela,Meet with Kaela
PROPQUEST_INC_150279,A Good Friend Is… 2,A Good Friend Is… 2
PROPQUEST_INC_150280,"Ha, they barely know me better than some stranger, and now they suddenly care? Huh… Outside? Did I say something about that? No… I don’t remember.","Ha, they barely know me better than some stranger, and now they suddenly care? Huh… Outside? Did I say something about that? No… I don’t remember."
PROPQUEST_INC_150281,"Ugh, fine, whatever. Yeah, I’ve been hanging out with the wolves. The other kids here don’t get me, and this village is doomed sooner or later. What’s the point? If you want to drag me back, then deal with all my friends first.","Ugh, fine, whatever. Yeah, I’ve been hanging out with the wolves. The other kids here don’t get me, and this village is doomed sooner or later. What’s the point? If you want to drag me back, then deal with all my friends first."
PROPQUEST_INC_150282,Hah! Chickened out already?,Hah! Chickened out already?
PROPQUEST_INC_150283,"If you can’t do it, just pretend you never saw me and walk away.","If you can’t do it, just pretend you never saw me and walk away."
PROPQUEST_INC_150284,I-I’m sorry… Just… please don’t hurt me…,I-I’m sorry… Just… please don’t hurt me…
PROPQUEST_INC_150285,Kill 5 Captain Kyouchish and obtain 1 “Lycan Orders”,Kill 5 Captain Kyouchish and obtain 1 “Lycan Orders”
PROPQUEST_INC_150286,A Good Friend Is… 3,A Good Friend Is… 3
PROPQUEST_INC_150287,W-What? I said I was wrong already. What now? You want me to read this?,W-What? I said I was wrong already. What now? You want me to read this?
PROPQUEST_INC_150288,"Fine, hand it over.","Fine, hand it over."
PROPQUEST_INC_150289,What do you want now?,What do you want now?
PROPQUEST_INC_150290,"Alright, alright, I’m reading it.","Alright, alright, I’m reading it."
PROPQUEST_INC_150291,"“Find a foolish child, play along, and turn them into a perfect puppet to sow chaos in the village.” So I was just a piece in their stupid game…? Ugh… I can’t believe I fell for it. You want me to go home and apologize to my parents? Tch, I already know that much.","“Find a foolish child, play along, and turn them into a perfect puppet to sow chaos in the village.” So I was just a piece in their stupid game…? Ugh… I can’t believe I fell for it. You want me to go home and apologize to my parents? Tch, I already know that much."
PROPQUEST_INC_150292,Bring “Lycan Orders” to Kaela,Bring “Lycan Orders” to Kaela
PROPQUEST_INC_150293,New Survivor of the Expedition? 1,New Survivor of the Expedition? 1
PROPQUEST_INC_150294,"Oh, adventurer, do you have a moment? You’re looking for traces of the vanished expedition, right?","Oh, adventurer, do you have a moment? You’re looking for traces of the vanished expedition, right?"
PROPQUEST_INC_150295,"While hunting, I found tracks that didn’t belong to Myurang or Lycan. Interested?","While hunting, I found tracks that didn’t belong to Myurang or Lycan. Interested?"
PROPQUEST_INC_150296,"Here, I’ll mark the spot for you.","Here, I’ll mark the spot for you."
PROPQUEST_INC_150297,"No worries. I’ll keep a record of it, so come back whenever you want the location again.","No worries. I’ll keep a record of it, so come back whenever you want the location again."
PROPQUEST_INC_150298,Did you forget where it is?,Did you forget where it is?
PROPQUEST_INC_150299,"Well… that’s not exactly what I saw, but…","Well… that’s not exactly what I saw, but…"
PROPQUEST_INC_150300,Obtain a “Pitch-black Sphere”,Obtain a “Pitch-black Sphere”
PROPQUEST_INC_150301,New Survivor of the Expedition? 2,New Survivor of the Expedition? 2
PROPQUEST_INC_150302,"No matter how I look at it, those tracks aren’t ours, and they don’t match those wolf fiends either.","No matter how I look at it, those tracks aren’t ours, and they don’t match those wolf fiends either."
PROPQUEST_INC_150303,I don’t think there’s much more I can tell you. Maybe ask someone who actually knows about the expedition. See if anyone recognizes this.,I don’t think there’s much more I can tell you. Maybe ask someone who actually knows about the expedition. See if anyone recognizes this.
PROPQUEST_INC_150304,I doubt anyone in this village could help.,I doubt anyone in this village could help.
PROPQUEST_INC_150305,Do you have someone in mind?,Do you have someone in mind?
PROPQUEST_INC_150306,Was something like this among the expedition supplies?,Was something like this among the expedition supplies?
PROPQUEST_INC_150307,New Survivor of the Expedition? 3,New Survivor of the Expedition? 3
PROPQUEST_INC_150308,"No… I’ve never seen anything like this. Everything that was on the ship is listed here, and there’s nothing even close to this strange object.","No… I’ve never seen anything like this. Everything that was on the ship is listed here, and there’s nothing even close to this strange object."
PROPQUEST_INC_150309,Hmm… this doesn’t look ordinary. You should ask a historian.,Hmm… this doesn’t look ordinary. You should ask a historian.
PROPQUEST_INC_150310,Let’s see… Who might know about something like this…,Let’s see… Who might know about something like this…
PROPQUEST_INC_150311,It looks like the expedition really was wiped out. There’s nothing left of them.,It looks like the expedition really was wiped out. There’s nothing left of them.
PROPQUEST_INC_150312,"Where did you find this? The seal is still intact, so that’s good—but this artifact is dangerous. For now, you’re not ready to know more. Get stronger, and I’ll tell you when the time is right.","Where did you find this? The seal is still intact, so that’s good—but this artifact is dangerous. For now, you’re not ready to know more. Get stronger, and I’ll tell you when the time is right."
PROPQUEST_INC_150313,Meet with [Historian] Martinyc,Meet with [Historian] Martinyc
PROPQUEST_INC_150314,Searching for Parents 1,Searching for Parents 1
PROPQUEST_INC_150315,"Do you have a moment? I’ve seen how much you’ve helped the village, so I was hoping you could help me too.","Do you have a moment? I’ve seen how much you’ve helped the village, so I was hoping you could help me too."
PROPQUEST_INC_150316,"My grandfather is the jarl, but my father was exiled and sent on a mission… he never returned. I fear they sent him to die. Please help me find his remains.","My grandfather is the jarl, but my father was exiled and sent on a mission… he never returned. I fear they sent him to die. Please help me find his remains."
PROPQUEST_INC_150317,I see… then I’ll have to go alone. Thank you for at least listening.,I see… then I’ll have to go alone. Thank you for at least listening.
PROPQUEST_INC_150318,His last known destination… was there.,His last known destination… was there.
PROPQUEST_INC_150319,Father… in the end…,Father… in the end…
PROPQUEST_INC_150320,Obtain “???’s Serial Chain”,Obtain “???’s Serial Chain”
PROPQUEST_INC_150321,Searching for Parents 2,Searching for Parents 2
PROPQUEST_INC_150322,But… was that all? He loved writing things down. There must be something more.,But… was that all? He loved writing things down. There must be something more.
PROPQUEST_INC_150323,Thank you so much. Anything you can find—no matter how small—would mean the world to me.,Thank you so much. Anything you can find—no matter how small—would mean the world to me.
PROPQUEST_INC_150324,"It’s alright. You’ve already done a lot. But if you ever change your mind, please come back.","It’s alright. You’ve already done a lot. But if you ever change your mind, please come back."
PROPQUEST_INC_150325,There’s really nothing else? Ah…,There’s really nothing else? Ah…
PROPQUEST_INC_150326,This handwriting… it’s definitely my father’s. Thank you so much. It looks like he tried to write in code. I need to decode it right away.,This handwriting… it’s definitely my father’s. Thank you so much. It looks like he tried to write in code. I need to decode it right away.
PROPQUEST_INC_150327,Obtain “???’s Diary”,Obtain “???’s Diary”
PROPQUEST_INC_150328,To the Jarl,To the Jarl
PROPQUEST_INC_150329,"So, you’re that adventurer. Thanks to you, the village is finally settling down. Because of that—or maybe because he suddenly has time—the jarl wants to meet you. I’ll put in a good word, so go see him when you can.","So, you’re that adventurer. Thanks to you, the village is finally settling down. Because of that—or maybe because he suddenly has time—the jarl wants to meet you. I’ll put in a good word, so go see him when you can."
PROPQUEST_INC_150330,"If your people want to form ties with our village, you’ll need his approval anyway.","If your people want to form ties with our village, you’ll need his approval anyway."
PROPQUEST_INC_150331,"Well then, come back when you’re free.","Well then, come back when you’re free."
PROPQUEST_INC_150332,"You still haven’t gone? He may be an old man with little to do, but you should probably hurry.","You still haven’t gone? He may be an old man with little to do, but you should probably hurry."
PROPQUEST_INC_150333,"So, you’re the adventurer I’ve heard so much about.","So, you’re the adventurer I’ve heard so much about."
PROPQUEST_INC_150334,Obtain “???’s Serial Diary”,Obtain “???’s Serial Diary”
PROPQUEST_INC_150335,Prelude to the Counterattack,Prelude to the Counterattack
PROPQUEST_INC_150336,"Thanks to you, we were finally able to breathe. And those Lycans… they never imagined an adventurer would appear, so now they’re on the back foot. This is our chance. Will you help us?","Thanks to you, we were finally able to breathe. And those Lycans… they never imagined an adventurer would appear, so now they’re on the back foot. This is our chance. Will you help us?"
PROPQUEST_INC_150337,"Before we start a full-scale battle, I need you to deal with the Kanonicus.","Before we start a full-scale battle, I need you to deal with the Kanonicus."
PROPQUEST_INC_150338,"I have to admit, your strength is impressive. We can’t afford to let you go just yet.","I have to admit, your strength is impressive. We can’t afford to let you go just yet."
PROPQUEST_INC_150339,The enemy’s gathering point is here.,The enemy’s gathering point is here.
PROPQUEST_INC_150340,Hahaha! The war against the Lycans is ours to win now. We owe you a great deal.,Hahaha! The war against the Lycans is ours to win now. We owe you a great deal.
PROPQUEST_INC_150341,Kill 40 Kanonicus,Kill 40 Kanonicus
PROPQUEST_INC_150342,Pursuit,Pursuit
PROPQUEST_INC_150343,"Thanks to your work, we launched a surprise attack and sent them running. We even found some who couldn’t keep up. Would you finish them off and send them to their gods?","Thanks to your work, we launched a surprise attack and sent them running. We even found some who couldn’t keep up. Would you finish them off and send them to their gods?"
PROPQUEST_INC_150344,We’re moving to chase down the main force.,We’re moving to chase down the main force.
PROPQUEST_INC_150345,But we don’t have spare troops to deal with the stragglers.,But we don’t have spare troops to deal with the stragglers.
PROPQUEST_INC_150346,Perfect. We’ll leave them to you and continue the pursuit.,Perfect. We’ll leave them to you and continue the pursuit.
PROPQUEST_INC_150347,"Oh, you did it?","Oh, you did it?"
PROPQUEST_INC_150348,Kill 10 Captain Kanonicus,Kill 10 Captain Kanonicus
PROPQUEST_INC_150349,Mission Failed,Mission Failed
PROPQUEST_INC_150350,"It’s embarrassing to admit, but… unlike you, we failed. We tried to trap them in a tight spot and wipe them out, but a mage suddenly appeared. Those beasts shouldn’t be capable of magic.","It’s embarrassing to admit, but… unlike you, we failed. We tried to trap them in a tight spot and wipe them out, but a mage suddenly appeared. Those beasts shouldn’t be capable of magic."
PROPQUEST_INC_150351,"We need to regroup our forces, so… could you handle them in our place?","We need to regroup our forces, so… could you handle them in our place?"
PROPQUEST_INC_150352,"I understand. If you change your mind, please come back.","I understand. If you change your mind, please come back."
PROPQUEST_INC_150353,Thank you. We’ll wait for good news.,Thank you. We’ll wait for good news.
PROPQUEST_INC_150354,Excellent work.,Excellent work.
PROPQUEST_INC_150355,Kill 30 Small Mage Redclouds,Kill 30 Small Mage Redclouds
PROPQUEST_INC_150356,Back to Town,Back to Town
PROPQUEST_INC_150357,"The Lycans resisted fiercely, so the jarl has returned to town for now.","The Lycans resisted fiercely, so the jarl has returned to town for now."
PROPQUEST_INC_150358,Let’s go back as well. I was ordered to wait here and report to you when you returned.,Let’s go back as well. I was ordered to wait here and report to you when you returned.
PROPQUEST_INC_150359,"If you have other business, feel free to handle it first. Nothing around here is a real threat to you anymore.","If you have other business, feel free to handle it first. Nothing around here is a real threat to you anymore."
PROPQUEST_INC_150360,The jarl? He’s probably back at the town quarters.,The jarl? He’s probably back at the town quarters.
PROPQUEST_INC_150361,I can’t thank you enough for everything.,I can’t thank you enough for everything.
